booking_id,customer_id,product_id,booking_date,travel_date,return_date,num_passengers,total_value_gbp,deposit_amount_gbp,balance_due_date,status,channel,agent_id,branch_code,margin_pct,currency,exchange_rate,special_requests,insurance_included,cancellation_date,cancellation_reason,_record_hash
BKG002365,CUS01922,PKG0050,2022-10-15,2022-12-18,2023-01-07,5,45000,9000.0,2022-09-19,Cancelled,Phone,AGT008,,0.1984,GBP,1.0,Anniversary surprise,Y,2022-11-10,Financial,8a99cfd2f84295c1e3e8ed50448a8bd3
BKG002366,CUS01952,PKG0111,2023-06-18,2024-01-29,2024-02-17,3,11200.0,2240.0,2023-10-31,Completed,Online,AGT019,,0.2398,GBP,1.0,Sea view room,Y,,,c1aab56b82d1c5d26e45aa6177c00e45
BKG002367,CUS01826,PKG0107,2023-03-19,2023-08-25,2023-09-06,2,16600.0,3320.0,2023-05-27,Completed,Agent,,,0.2511,GBP,1.0,,Y,,,abb8f3ccb498c03b13daeb5d605da47e
BKG002368,CUS00693,PKG0150,2022-04-11,2022-10-27,2022-11-06,2,35500.0,7100.0,2022-07-29,Completed,Phone,AGT004,,0.1418,GBP,1.0,,N,,,8b6cf1a0b20c02958fe7109b8719cfed
BKG002369,CUS01916,PKG0033,2023-03-17,2023-07-03,2023-07-14,4,15600.0,3120.0,2023-04-04,Completed,Referral,,,0.1404,GBP,1.0,,Y,,,173c9b34b46c525d26afc30bc931cac7
BKG002370,CUS00689,PKG0028,2023-02-04,2023-05-19,2023-06-02,2,33400.0,6680.0,2023-02-18,Completed,Phone,AGT009,,0.1905,GBP,1.0,Dietary requirements,N,,,c649439ead40f48510e4e27684a0516f
BKG002371,CUS01391,PKG0021,2024-12-01,2025-02-08,2025-02-28,2,19100.0,3820.0,2024-11-10,Completed,Phone,,,0.1678,GBP,1.0,,Y,,,d98199b380b72e73d59981c797863828
BKG002372,CUS00728,PKG0087,2024-07-07,2025-01-30,2025-02-09,3,19000.0,3800.0,2024-11-01,Completed,Phone,AGT014,,0.2378,GBP,1.0,Anniversary surprise,Y,,,24c41a70c172b84df88ca3bc8deb4a7a
BKG002373,CUS00911,PKG0088,2022-03-23,2022-06-04,2022-06-25,2,16900.0,3380.0,2022-03-06,Completed,Online,,,0.1669,GBP,1.0,,Y,,,6a421be54d5d9e2c23aac9d4068ccf93
BKG002374,CUS01309,PKG0112,2023-08-28,2024-03-03,2024-03-17,1,21500.0,4300.0,2023-12-04,Completed,Phone,AGT013,,0.1235,GBP,1.0,Anniversary surprise,N,,,578d57a19f99fd0f95e36908e858dcd1
BKG002375,CUS01262,PKG0195,2022-10-30,2023-01-02,2023-01-18,3,10500.0,2100.0,2022-10-04,Completed,Online,AGT017,,0.2313,GBP,1.0,Sea view room,Y,,,e3be2639e031568bde1cd0f7e7b89d02
BKG002376,CUS01160,PKG0156,2024-01-14,2024-06-15,2024-07-01,6,45000,9000.0,2024-03-17,Cancelled,Online,AGT017,,0.2631,GBP,1.0,Dietary requirements,Y,2024-02-01,Financial,fb9aa9ca8f87255bce488f29ab9e8459
BKG002377,CUS01973,PKG0061,2022-12-27,2023-05-14,2023-05-23,3,17800.0,3560.0,2023-02-13,Completed,Online,AGT020,,0.1739,GBP,1.0,Sea view room,Y,,,defdda2143f80cfb02a7c87052adea09
BKG002378,CUS01841,PKG0056,2023-11-13,2024-07-07,2024-07-28,2,10200.0,2040.0,2024-04-08,Completed,Phone,AGT015,,0.1409,GBP,1.0,Wheelchair accessible,N,,,0ae28844a7732996f2828904a9ea74de
BKG002379,CUS00887,PKG0129,2024-02-17,2024-07-14,2024-07-27,2,45000,9000.0,2024-04-15,Completed,Online,AGT018,,0.1342,GBP,1.0,,Y,,,12688852c7f95d84ef369540ef31127b
BKG002380,CUS00727,PKG0104,2022-02-25,2022-09-29,2022-10-17,2,7600.0,1520.0,2022-07-01,Completed,Online,AGT003,,0.2182,GBP,1.0,Sea view room,N,,,3c67734aa8083d3bcd259a77783ec0a1
BKG002381,CUS00412,PKG0192,2023-03-24,2023-10-30,2023-11-10,2,12300.0,2460.0,2023-08-01,Completed,Online,,,0.1528,GBP,1.0,,N,,,b69b29232e884f1d674fc3fe6079f449
BKG002382,CUS00849,PKG0147,2024-10-20,2025-01-17,2025-01-29,5,16600.0,3320.0,2024-10-19,Completed,Online,,,0.1813,GBP,1.0,Sea view room,N,,,52086a4201f57b505ead9054d39d3cb2
BKG002383,CUS00418,PKG0077,2022-09-15,2023-01-25,2023-02-09,2,15400.0,3080.0,2022-10-27,Completed,Online,AGT006,,0.2387,GBP,1.0,,Y,,,c2f6a464c4aff4e7d9f993f9b0cb50ad
BKG002384,CUS00888,PKG0141,2024-07-09,2025-03-21,2025-04-11,2,17900.0,3580.0,2024-12-21,Completed,Phone,,,0.2019,GBP,1.0,Dietary requirements,Y,,,15922f6aea2a6f79af6d4d147056e1ce
BKG002385,CUS01788,PKG0148,2024-05-25,2024-09-08,2024-09-25,2,17400.0,3480.0,2024-06-10,Completed,Online,AGT020,,0.1366,GBP,1.0,,Y,,,3f31036f1d613ee7d7954588d48d6a97
BKG002386,CUS01363,PKG0004,2024-11-03,2025-01-04,2025-01-16,2,17100.0,3420.0,2024-10-06,Completed,Agent,,,0.2752,GBP,1.0,Anniversary surprise,Y,,,ea7a193f4d468d1b8760f6596d193368
BKG002387,CUS01821,PKG0019,2022-10-18,2023-06-13,2023-06-24,4,13400.0,2680.0,2023-03-15,Completed,Agent,,,0.2303,GBP,1.0,Anniversary surprise,N,,,b20293abc68e1bd878bd8e7cbb5de880
BKG002388,CUS00434,PKG0088,2024-09-14,2025-05-02,2025-05-13,1,7400.0,1480.0,2025-02-01,Completed,Phone,AGT013,,0.1334,GBP,1.0,,N,,,2c8afcbb2fae827d7c15259565e91566
BKG002389,CUS00486,PKG0173,2024-03-15,2024-07-02,2024-07-14,2,19700.0,3940.0,2024-04-03,Completed,Phone,AGT013,,0.2501,GBP,1.0,Sea view room,N,,,82e1f95f7b5b2ce0a6c9ae6181d1f4c0
BKG002390,CUS01327,PKG0141,2022-08-24,2022-10-26,2022-11-03,2,13200.0,2640.0,2022-07-28,Completed,Phone,AGT006,,0.2697,GBP,1.0,,N,,,d671bf875b2f11909cff95726d61329d
BKG002391,CUS00331,PKG0001,2022-01-30,2022-08-08,2022-08-22,4,18200.0,3640.0,2022-05-10,Completed,Phone,,,0.2279,GBP,1.0,,Y,,,59df4040eb109c31eb63d71445b9c1a0
BKG002392,CUS00961,PKG0020,2024-05-31,2024-10-02,2024-10-10,2,24300.0,4860.0,2024-07-04,Completed,Agent,AGT007,,0.2632,GBP,1.0,,Y,,,d756298790987c8f4f78d6895029957a
BKG002393,CUS00106,PKG0100,2024-02-09,2024-06-23,2024-07-08,2,12100.0,2420.0,2024-03-25,Completed,Phone,AGT008,,0.243,GBP,1.0,,Y,,,36abe38c07c683c008ca8eef8d0676dc
BKG002394,CUS00236,PKG0176,2022-03-23,2022-08-09,2022-08-16,2,30500.0,6100.0,2022-05-11,Cancelled,Online,AGT008,,0.2722,GBP,1.0,Dietary requirements,Y,2022-04-01,Financial,6a579c7a011247efeaf03c82929ccb59
BKG002395,CUS00391,PKG0018,2024-10-12,2025-02-23,2025-03-16,2,10100.0,2020.0,2024-11-25,Completed,Phone,AGT008,,0.1563,GBP,1.0,,N,,,d7b83e6adf29e1b224c2677c8d3a09b1
BKG002396,CUS00289,PKG0041,2024-10-01,2025-06-05,2025-06-16,2,16600.0,3320.0,2025-03-07,Cancelled,Online,AGT014,,0.2609,GBP,1.0,Dietary requirements,Y,2024-10-08,Work commitments,9cb63f9b81d194b6be88f508d5f1cd96
BKG002397,CUS00729,PKG0020,2024-06-09,2024-11-24,2024-12-04,2,29000.0,5800.0,2024-08-26,Completed,Phone,AGT011,,0.1531,GBP,1.0,,Y,,,76dfcad00eee01cd2079b8c232f808e9
BKG002398,CUS01901,PKG0192,2024-07-06,2024-09-29,2024-10-07,2,13000.0,2600.0,2024-07-01,Completed,Online,AGT006,,0.172,GBP,1.0,,Y,,,aa30e5458616072666bddc3038fc4b28
BKG002399,CUS01688,PKG0048,2023-11-03,2024-05-26,2024-06-13,4,45000,9000.0,2024-02-26,Completed,Phone,AGT015,,0.185,GBP,1.0,Sea view room,Y,,,0112471f274366f3d60ee5d7ca54fc3c
BKG002400,CUS00710,PKG0057,2023-01-30,2023-07-21,2023-08-07,3,45000,9000.0,2023-04-22,Cancelled,Phone,,,0.121,GBP,1.0,Sea view room,Y,2023-02-02,Medical,09005988fc45a821a3205f9ab82b5aa6
BKG002401,CUS01313,PKG0189,2022-09-27,2023-05-10,2023-05-29,2,16100.0,3220.0,2023-02-09,Completed,Phone,,,0.1527,GBP,1.0,Sea view room,Y,,,928069ec8827119a745f15bba1389580
BKG002402,CUS01019,PKG0037,2022-01-11,2022-03-09,2022-03-19,3,38800.0,7760.0,2021-12-09,Completed,Agent,AGT007,,0.2281,GBP,1.0,,Y,,,a6570f3fbf5736d32e9329e3174bbae0
BKG002403,CUS01914,PKG0106,2024-02-18,2024-09-12,2024-09-22,5,45000,9000.0,2024-06-14,Completed,Agent,AGT015,,0.2716,GBP,1.0,,N,,,3b8b30ca68bae46213f64793c40e1954
BKG002404,CUS00857,PKG0125,2023-01-29,2023-05-20,2023-06-02,3,21500.0,4300.0,2023-02-19,Completed,Phone,AGT016,,0.2207,GBP,1.0,,Y,,,b66ef76dca1e2df93584513728298687
BKG002405,CUS00010,PKG0050,2024-02-06,2024-08-02,2024-08-20,3,45000,9000.0,2024-05-04,Completed,Phone,AGT003,,0.2098,GBP,1.0,Wheelchair accessible,N,,,88461edc40c38e0b8035f0c55daa69f2
BKG002406,CUS00003,PKG0116,2023-12-31,2024-04-09,2024-04-17,5,14700.0,2940.0,2024-01-10,Completed,Phone,,,0.1816,GBP,1.0,,N,,,c84ca71f310414ddcea29448a0b4671c
BKG002407,CUS00721,PKG0139,2023-01-06,2023-06-23,2023-07-13,4,27200.0,5440.0,2023-03-25,Cancelled,Referral,,,0.2382,GBP,1.0,Wheelchair accessible,Y,2023-01-24,Work commitments,599cfc03842c3e219ce4ddcd0cdcfe2f
BKG002408,CUS00060,PKG0102,2024-01-25,2024-05-31,2024-06-09,4,42100.0,8420.0,2024-03-02,Cancelled,Phone,AGT017,,0.1701,GBP,1.0,Sea view room,Y,2024-02-04,Change of plans,4114776bb4c69dfb43defbe35632be3c
BKG002409,CUS00784,PKG0098,2024-10-04,2024-12-06,2024-12-27,5,14900.0,2980.0,2024-09-07,Completed,Online,,,0.2371,GBP,1.0,Sea view room,N,,,d03257067b236b5d5349f9b83c792eb0
BKG002410,CUS00687,PKG0130,2024-02-10,2024-04-24,2024-05-09,2,14700.0,2940.0,2024-01-25,Completed,Agent,AGT002,,0.2432,GBP,1.0,,N,,,3c1fe3c63dee78f1ad8f176f28927f19
BKG002411,CUS01967,PKG0187,2024-09-28,2025-03-05,2025-03-25,2,40200.0,8040.0,2024-12-05,Completed,Online,AGT003,,0.2549,GBP,1.0,,Y,,,ba0cdebe9f0b58eb6c222e9f1c900b1d
BKG002412,CUS01175,PKG0164,2023-11-24,2024-07-02,2024-07-14,3,33600.0,6720.0,2024-04-03,Completed,Referral,AGT004,,0.1256,GBP,1.0,,Y,,,028ff67b408665499c6ad76deb98d2b7
BKG002413,CUS00762,PKG0063,2022-09-28,2022-12-07,2022-12-17,2,45000,9000.0,2022-09-08,Completed,Phone,AGT005,,0.1369,GBP,1.0,,Y,,,576e8eddfe4b97ce0bf59af8dedaba58
BKG002414,CUS01563,PKG0128,2024-03-12,2024-11-11,2024-11-27,2,8300.0,1660.0,2024-08-13,Completed,Phone,AGT008,,0.2786,GBP,1.0,Sea view room,Y,,,f6be9669f7cc25734ad816dbe92c8e33
BKG002415,CUS00016,PKG0101,2023-11-30,2024-07-17,2024-07-27,2,30600.0,6120.0,2024-04-18,Completed,Agent,AGT010,,0.2557,GBP,1.0,Sea view room,Y,,,013174b46ac9b439601b66d11a89a3ce
BKG002416,CUS01631,PKG0067,2022-04-13,2022-08-04,2022-08-21,2,29600.0,5920.0,2022-05-06,Cancelled,Online,AGT011,,0.1237,GBP,1.0,Dietary requirements,Y,2022-04-23,Work commitments,68f8af4f0c7309d690b0ae3179643af3
BKG002417,CUS01204,PKG0032,2024-11-30,2025-06-02,2025-06-19,2,30900.0,6180.0,2025-03-04,Completed,Online,AGT015,,0.1534,GBP,1.0,Wheelchair accessible,Y,,,bcce319de59d4c29ca6db468acf81f80
BKG002418,CUS00448,PKG0166,2023-11-11,2024-03-02,2024-03-23,4,38600.0,7720.0,2023-12-03,Completed,Agent,AGT010,,0.1321,GBP,1.0,Anniversary surprise,Y,,,14b5e0b88a6260572fb0836a38f9e83c
BKG002419,CUS00044,PKG0050,2024-01-31,2024-06-21,2024-07-12,6,45000,9000.0,2024-03-23,Completed,Referral,AGT001,,0.1284,GBP,1.0,,Y,,,544dacea087d1b69b0ee68648e24278f
BKG002420,CUS00199,PKG0113,2022-11-06,2023-07-16,2023-07-25,2,41500.0,8300.0,2023-04-17,Completed,Online,AGT019,,0.233,GBP,1.0,,N,,,47ebfb319fc872053036e84eb775beb0
BKG002421,CUS00178,PKG0105,2022-12-10,2023-08-21,2023-08-29,2,12500.0,2500.0,2023-05-23,Completed,Online,AGT019,,0.2529,GBP,1.0,Dietary requirements,N,,,aa7857fa801859e61e3f45852988d47a
BKG002422,CUS01935,PKG0030,2023-11-21,2024-07-13,2024-08-02,2,18800.0,3760.0,2024-04-14,Completed,Phone,AGT014,,0.2766,GBP,1.0,Anniversary surprise,Y,,,c4a9283eb12c233f9ff5c972d817e9a3
BKG002423,CUS00078,PKG0020,2023-10-08,2024-05-11,2024-05-22,5,45000,9000.0,2024-02-11,Completed,Online,AGT014,,0.1628,GBP,1.0,Anniversary surprise,Y,,,19175624d7a2c8d4d3ebffb76180e6d7
BKG002424,CUS00431,PKG0137,2022-05-22,2022-10-03,2022-10-24,4,45000,9000.0,2022-07-05,Completed,Online,AGT003,,0.2478,GBP,1.0,Sea view room,Y,,,1260c380fbd82fd8b527225905010902
BKG002425,CUS00841,PKG0112,2024-11-03,2025-06-24,2025-07-12,4,45000,9000.0,2025-03-26,Completed,Agent,AGT009,,0.2192,GBP,1.0,Wheelchair accessible,Y,,,009365095c6dec9ae06467a64d2e0215
BKG002426,CUS01329,PKG0155,2024-10-23,2025-01-04,2025-01-13,2,16800.0,3360.0,2024-10-06,Cancelled,Agent,,,0.1746,GBP,1.0,,Y,2024-11-10,Work commitments,17193982082bdebd4769d60b59b00a74
BKG002427,CUS00193,PKG0014,2023-11-21,2024-02-03,2024-02-11,2,29700.0,5940.0,2023-11-05,Completed,Agent,AGT002,,0.2214,GBP,1.0,Dietary requirements,Y,,,2394424bb9446e5151c1eab1d79d61d4
BKG002428,CUS00200,PKG0004,2023-10-31,2024-01-30,2024-02-15,2,23000.0,4600.0,2023-11-01,Completed,Online,AGT002,,0.1564,GBP,1.0,,Y,,,9d07c9b9795ef26fa2059d5d38b21320
BKG002429,CUS00293,PKG0013,2023-10-19,2024-06-12,2024-06-25,2,24400.0,4880.0,2024-03-14,Completed,Phone,AGT013,,0.209,GBP,1.0,Wheelchair accessible,Y,,,eeca06d2404454ee694f7540ffdf6c9b
BKG002430,CUS01963,PKG0118,2023-11-04,2024-07-07,2024-07-26,2,34300.0,6860.0,2024-04-08,Completed,Phone,,,0.1691,GBP,1.0,Anniversary surprise,Y,,,e602a42f72987a848bf8f434e634aecb
BKG002431,CUS01328,PKG0004,2024-09-26,2024-11-21,2024-11-29,2,20600.0,4120.0,2024-08-23,Cancelled,Phone,AGT009,,0.1496,GBP,1.0,Dietary requirements,Y,2024-09-30,Medical,9fe15699a02a6645f4d2e5c58e7f86f0
BKG002432,CUS01718,PKG0077,2022-04-29,2022-11-12,2022-11-30,3,29000.0,5800.0,2022-08-14,Completed,Online,AGT010,,0.1575,GBP,1.0,,Y,,,b1e5bdeb257df398f49e95416a04b998
BKG002433,CUS01284,PKG0137,2023-01-26,2023-06-28,2023-07-12,4,45000,9000.0,2023-03-30,Completed,Phone,AGT005,,0.2538,GBP,1.0,,Y,,,f65956049244e490bf09bcb64ce0f630
BKG002434,CUS01475,PKG0135,2022-03-27,2022-09-22,2022-10-05,2,27200.0,5440.0,2022-06-24,Completed,Online,AGT008,,0.1782,GBP,1.0,Anniversary surprise,Y,,,0b4702ced371cb59f38155d730eec7ea
BKG002435,CUS00908,PKG0007,2022-09-30,2023-04-14,2023-04-24,2,9300.0,1860.0,2023-01-14,Completed,Online,AGT013,,0.2296,GBP,1.0,Sea view room,N,,,a5d82e7f8d4d894a4fdc1bcf8390db1e
BKG002436,CUS01631,PKG0080,2024-09-04,2025-01-14,2025-01-27,4,13800.0,2760.0,2024-10-16,Cancelled,Phone,AGT005,,0.1402,GBP,1.0,,N,2024-10-04,Change of plans,1b249b779087704a6bcee36f34a3bbd4
BKG002437,CUS00806,PKG0147,2023-11-03,2024-01-04,2024-01-17,4,12800.0,2560.0,2023-10-06,Completed,Online,AGT008,,0.1904,GBP,1.0,Wheelchair accessible,Y,,,d7c573b2c31cbb699d0325488e3072c3
BKG002438,CUS01620,PKG0022,2023-10-22,2024-06-17,2024-06-26,2,12700.0,2540.0,2024-03-19,Cancelled,Online,AGT019,,0.2331,GBP,1.0,Dietary requirements,Y,2023-11-05,Change of plans,225e0607e2fc0e5374c22b6ca860e575
BKG002439,CUS01950,PKG0076,2024-04-23,2024-08-24,2024-09-10,4,29900.0,5980.0,2024-05-26,Completed,Agent,,,0.1246,GBP,1.0,Sea view room,Y,,,c9eda16905709a5dcd0842eb6921f43e
BKG002440,CUS01888,PKG0135,2024-06-23,2025-02-15,2025-02-28,2,30900.0,6180.0,2024-11-17,Completed,Agent,AGT015,,0.2122,GBP,1.0,Wheelchair accessible,Y,,,ce017de60b714142c780731f0385b1c1
BKG002441,CUS01342,PKG0193,2023-11-05,2024-03-12,2024-03-30,4,21000.0,4200.0,2023-12-13,Completed,Referral,,,0.231,GBP,1.0,,Y,,,d2814d7bcc15132c338fd19a4377fe91
BKG002442,CUS01756,PKG0099,2023-06-11,2023-10-06,2023-10-18,2,16400.0,3280.0,2023-07-08,Completed,Phone,AGT009,,0.1352,GBP,1.0,Sea view room,Y,,,9a24db4af4593e05df4247082aeae2df
BKG002443,CUS01920,PKG0010,2022-03-20,2022-11-03,2022-11-12,2,45000,9000.0,2022-08-05,Completed,Phone,AGT004,,0.2429,GBP,1.0,,Y,,,db8111875a8d1708cb5369c2e348f4f9
BKG002444,CUS01656,PKG0151,2024-01-15,2024-06-13,2024-06-30,5,17700.0,3540.0,2024-03-15,Completed,Agent,,,0.142,GBP,1.0,Sea view room,Y,,,3cff68d5895250bc7c2ee999dc9f0746
BKG002445,CUS01876,PKG0183,2022-03-15,2022-06-28,2022-07-16,2,26800.0,5360.0,2022-03-30,Completed,Phone,AGT008,,0.2233,GBP,1.0,Dietary requirements,Y,,,f29778d9cc554798e7ddc8ad068046bb
BKG002446,CUS01377,PKG0111,2023-11-08,2024-03-24,2024-04-08,4,10400.0,2080.0,2023-12-25,Completed,Online,AGT017,,0.1648,GBP,1.0,,Y,,,beba2ef17f10470494cd4682bd0206e3
BKG002447,CUS01107,PKG0127,2024-02-01,2024-08-11,2024-08-28,4,20900.0,4180.0,2024-05-13,Completed,Online,AGT005,,0.1585,GBP,1.0,Dietary requirements,N,,,afa5e5591bd48523e71252bc89ae9354
BKG002448,CUS00029,PKG0145,2024-01-11,2024-08-29,2024-09-05,2,16200.0,3240.0,2024-05-31,Completed,Online,AGT002,,0.1695,GBP,1.0,Anniversary surprise,N,,,444feb722a56602856fe2e01a682d3c4
BKG002449,CUS01827,PKG0028,2024-01-13,2024-08-21,2024-08-28,2,28100.0,5620.0,2024-05-23,Completed,Phone,AGT011,,0.2077,GBP,1.0,,N,,,131321770fb5a791e8150783860c7743
BKG002450,CUS01251,PKG0012,2024-09-13,2025-05-21,2025-06-06,2,44700.0,8940.0,2025-02-20,Completed,Phone,AGT002,,0.1634,GBP,1.0,,Y,,,fff8c48ed50cadef8b9f70b5c7885ca7
BKG002451,CUS01563,PKG0153,2024-02-18,2024-10-02,2024-10-21,2,16400.0,3280.0,2024-07-04,Completed,Agent,AGT004,,0.2049,GBP,1.0,Dietary requirements,Y,,,7274ac4ff552e900ea2862c175b05b8a
BKG002452,CUS00163,PKG0107,2023-04-15,2023-07-12,2023-07-28,2,16500.0,3300.0,2023-04-13,Cancelled,Agent,AGT007,,0.1929,GBP,1.0,Anniversary surprise,Y,2023-04-26,Medical,0b2499be402fbd4ec0f4ae8b282347ed
BKG002453,CUS01169,PKG0175,2024-02-08,2024-07-14,2024-08-04,3,30100.0,6020.0,2024-04-15,Completed,Online,AGT006,,0.2064,GBP,1.0,Dietary requirements,Y,,,92080f4f77a7425e7df2efe61aa4d744
BKG002454,CUS01304,PKG0172,2023-12-12,2024-06-17,2024-06-25,2,13500.0,2700.0,2024-03-19,Completed,Agent,AGT005,,0.1956,GBP,1.0,,Y,,,dc30606d3a179770e9a71fe4fb543616
BKG002455,CUS01909,PKG0087,2024-11-09,2025-05-18,2025-06-01,2,15900.0,3180.0,2025-02-17,Completed,Phone,AGT011,,0.207,GBP,1.0,Wheelchair accessible,N,,,bfbe0e923f66b9bf354ea15ef81a1b95
BKG002456,CUS00906,PKG0099,2024-08-08,2025-02-06,2025-02-23,4,37900.0,7580.0,2024-11-08,Completed,Agent,AGT019,,0.1381,GBP,1.0,Dietary requirements,Y,,,3f28b838d0ef0471e37719288cd3ddf8
BKG002457,CUS01717,PKG0072,2023-11-20,2024-04-04,2024-04-18,4,14200.0,2840.0,2024-01-05,Completed,Agent,AGT010,,0.2505,GBP,1.0,Wheelchair accessible,N,,,704eddabd0e93fd6569debc1305a083f
BKG002458,CUS00358,PKG0192,2023-01-26,2023-04-28,2023-05-19,5,29700.0,5940.0,2023-01-28,Completed,Online,AGT003,,0.196,GBP,1.0,Sea view room,N,,,fdf94f112eb186116cf6698b5d8b66d3
BKG002459,CUS01899,PKG0113,2024-08-23,2024-12-01,2024-12-13,2,37500.0,7500.0,2024-09-02,Cancelled,Online,AGT007,,0.2002,GBP,1.0,Dietary requirements,Y,2024-08-31,Work commitments,030cce818b06be6d7f1e713ee8aea535
BKG002460,CUS01343,PKG0102,2023-02-03,2023-09-25,2023-10-06,6,45000,9000.0,2023-06-27,Completed,Agent,AGT008,,0.2776,GBP,1.0,Wheelchair accessible,N,,,cac95dbd6efac07bccc0b6610e186d5a
BKG002461,CUS01152,PKG0100,2023-02-07,2023-06-22,2023-07-08,2,13500.0,2700.0,2023-03-24,Completed,Agent,AGT016,,0.1956,GBP,1.0,,N,,,31710bb26e6f5b2b0ddb529f63a0a462
BKG002462,CUS01170,PKG0185,2024-03-07,2024-05-13,2024-06-02,4,45000,9000.0,2024-02-13,Cancelled,Phone,AGT017,,0.1871,GBP,1.0,Sea view room,Y,2024-03-27,Work commitments,570fe2d435490a4a26c186b4b6356eed
BKG002463,CUS01464,PKG0056,2022-05-06,2022-07-14,2022-07-21,4,13900.0,2780.0,2022-04-15,Completed,Phone,AGT013,,0.131,GBP,1.0,Anniversary surprise,N,,,caa82f8e69a7d34c4b03ec5fa3a1b423
BKG002464,CUS00710,PKG0007,2024-02-04,2024-03-24,2024-04-08,6,28500.0,5700.0,2023-12-25,Completed,Agent,AGT019,,0.2424,GBP,1.0,,Y,,,06ed9566b7ff1342a8296cc6e31c2ea7
BKG002465,CUS00783,PKG0197,2022-03-11,2022-07-07,2022-07-27,5,45000,9000.0,2022-04-08,Completed,Online,AGT002,,0.1797,GBP,1.0,,Y,,,d58eff74119ecddd8190fd41eefbbfd0
BKG002466,CUS01108,PKG0082,2022-01-17,2022-04-05,2022-04-19,2,45000,9000.0,2022-01-05,Completed,Phone,AGT018,,0.1388,GBP,1.0,,N,,,0b54fea1c3b62d1e1e7ffd73ce0b3e35
BKG002467,CUS00060,PKG0190,2023-10-04,2024-04-28,2024-05-16,2,18600.0,3720.0,2024-01-29,Completed,Agent,AGT015,,0.1647,GBP,1.0,Dietary requirements,Y,,,71e046fc409318776b2bd6719e7710a8
BKG002468,CUS01826,PKG0120,2024-10-23,2025-01-13,2025-01-30,2,19200.0,3840.0,2024-10-15,Cancelled,Referral,AGT012,,0.1821,GBP,1.0,Dietary requirements,Y,2024-10-30,Medical,3cf52638e25a2886082dbba3dc594fde
BKG002469,CUS01035,PKG0076,2023-01-02,2023-03-18,2023-04-06,3,28800.0,5760.0,2022-12-18,Completed,Phone,AGT014,,0.1256,GBP,1.0,Sea view room,Y,,,aba4f4c33cc44f60eba9659bfc53cff7
BKG002470,CUS00896,PKG0074,2023-03-20,2023-08-29,2023-09-15,2,6700.0,1340.0,2023-05-31,Completed,Phone,AGT017,,0.1679,GBP,1.0,,N,,,9ae85c794a1a86e706a41e2f47a29557
BKG002471,CUS01163,PKG0115,2024-01-24,2024-04-16,2024-04-25,2,26200.0,5240.0,2024-01-17,Completed,Agent,AGT013,,0.2724,GBP,1.0,,Y,,,103b5da7d043523e787b6157d3ef4246
BKG002472,CUS01005,PKG0134,2023-03-08,2023-05-27,2023-06-13,2,42900.0,8580.0,2023-02-26,Completed,Phone,AGT007,,0.1585,GBP,1.0,Anniversary surprise,Y,,,ac3f23b3b915980ca7c79d2997d5fed7
BKG002473,CUS01363,PKG0123,2022-12-29,2023-04-30,2023-05-21,2,9900.0,1980.0,2023-01-30,Completed,Phone,AGT010,,0.2354,GBP,1.0,,Y,,,332e004b284059e907b051c46e2ebe9e
BKG002474,CUS01955,PKG0199,2022-03-05,2022-09-03,2022-09-17,2,7300.0,1460.0,2022-06-05,Completed,Online,AGT016,,0.1856,GBP,1.0,Dietary requirements,N,,,32ef4278d20930b0b5eb395706319cde
BKG002475,CUS01368,PKG0113,2024-11-12,2025-05-17,2025-05-30,4,45000,9000.0,2025-02-16,Completed,Agent,AGT010,,0.1249,GBP,1.0,Wheelchair accessible,Y,,,586604e13cb0a32f45476424f3607d89
BKG002476,CUS00360,PKG0104,2023-09-25,2024-04-07,2024-04-18,2,5700.0,1140.0,2024-01-08,Completed,Online,,,0.205,GBP,1.0,Sea view room,Y,,,07e799d4d564982039d5c5faf282ba42
BKG002477,CUS00272,PKG0022,2024-10-20,2024-12-15,2024-12-25,4,28300.0,5660.0,2024-09-16,Completed,Phone,,,0.2206,GBP,1.0,Dietary requirements,N,,,03fd813a3554935358c176e1de4877d8
BKG002478,CUS01702,PKG0192,2023-10-10,2024-03-24,2024-04-08,2,15100.0,3020.0,2023-12-25,Cancelled,Online,AGT017,,0.2541,GBP,1.0,Wheelchair accessible,Y,2023-11-05,Change of plans,1621844bcb0035b1b622f9bb37053ce3
BKG002479,CUS00717,PKG0189,2023-10-18,2023-12-27,2024-01-15,2,15300.0,3060.0,2023-09-28,Cancelled,Agent,AGT020,,0.1736,GBP,1.0,Anniversary surprise,Y,2023-10-24,Financial,26da316b80d206662aee4366c273d559
BKG002480,CUS00791,PKG0068,2023-01-25,2023-04-03,2023-04-12,2,24700.0,4940.0,2023-01-03,Cancelled,Phone,AGT012,,0.2349,GBP,1.0,Dietary requirements,Y,2023-02-20,Medical,763ca19612fe7eaee2a3c76e1824cfc8
BKG002481,CUS00286,PKG0062,2023-02-01,2023-03-30,2023-04-14,4,31800.0,6360.0,2022-12-30,Cancelled,Agent,,,0.1332,GBP,1.0,Anniversary surprise,Y,2023-02-18,Change of plans,a6fe6388b03c3ddc9fbc32758450c996
BKG002482,CUS01231,PKG0072,2022-02-25,2022-05-13,2022-05-31,4,22000.0,4400.0,2022-02-12,Completed,Referral,AGT002,,0.1704,GBP,1.0,Wheelchair accessible,Y,,,1e32bd56eca07fe0c1ffd84d48a38944
